Champion,Region,Rank,Tier,Summoner
Sylas,NA,50,Grandmaster,Chovy
Sylas,NA,51,Grandmaster,play better
Sylas,NA,52,Challenger,handfool
Sylas,NA,53,Grandmaster,拥抱早已悄悄冷却
Sylas,NA,54,Master,illtakeMid
Sylas,NA,55,Grandmaster,Karami
Sylas,NA,56,Master,The PlayMaker O
Sylas,NA,57,Grandmaster,Jgoo
Sylas,NA,58,Master,sindiwoon
Sylas,NA,59,Master,Greasy Italian
Sylas,NA,60,Grandmaster,Tails
Sylas,NA,61,Master,UW Chovy
Sylas,NA,62,Master,Arrow Liners
Sylas,NA,63,Master,장하권
Sylas,NA,64,Master,时光回溯
Sylas,NA,65,Master,610Momo
Sylas,NA,66,Challenger,Ethiridis
Sylas,NA,67,Master,Blackengel
Sylas,NA,68,Grandmaster,Elandyr
Sylas,NA,69,Grandmaster,Icytower
Sylas,NA,70,Grandmaster,Toothbooth
Sylas,NA,71,Master,ˇ川川ˇ
Sylas,NA,72,Challenger,PAPA
Sylas,NA,73,Challenger,cupcakes29
Sylas,NA,74,Master,Shieldworm 9
Sylas,NA,75,Grandmaster,小奶栗
Sylas,NA,76,Grandmaster,Seranok
Sylas,NA,77,Master,Fyrat
Sylas,NA,78,Challenger,young
Sylas,NA,79,Master,Drazmere
Sylas,NA,80,Grandmaster,麻 烦
Sylas,NA,81,Master,ImmaMonstahhh
Sylas,NA,82,Master,azalea
Sylas,NA,83,Master,A5 Wagyu
Sylas,NA,84,Grandmaster,Panyyan
Sylas,NA,85,Grandmaster,ck286
Sylas,NA,86,Master,Heârt
Sylas,NA,87,Master,shuolezaijian
Sylas,NA,88,Challenger,luvbaka
Sylas,NA,89,Master,Fli
Sylas,NA,90,Master,I GEOFFREY I
Sylas,NA,91,Master,Royceee
Sylas,NA,92,Master,Kasanova
Sylas,NA,93,Grandmaster,TOOGOOD
Sylas,NA,94,Master,Hussey
Sylas,NA,95,Grandmaster,유상모
Sylas,NA,96,Grandmaster,WindwallandChill
Sylas,NA,97,Master,levi
Sylas,NA,98,Master,Oathbreaker
Sylas,NA,99,Grandmaster,Stop It App
Sylas,NA,100,Grandmaster,KiNG Nidhogg
Syndra,NA,1,Challenger,htag
Syndra,NA,2,Challenger,snarkyy
Syndra,NA,3,Challenger,A Frozen Titan
Syndra,NA,4,Challenger,Aiden Yasuo
Syndra,NA,5,Grandmaster,Trisend
Syndra,NA,6,Challenger,handfool
Syndra,NA,7,Challenger,Hub1012345
Syndra,NA,8,Challenger,play for lane
Syndra,NA,9,Grandmaster,Radar
Syndra,NA,10,Grandmaster,Trisend3
Syndra,NA,11,Challenger,Zep
Syndra,NA,12,Master,trisend333
Syndra,NA,13,Challenger,Cinderella
Syndra,NA,14,Master,ToriYonko
Syndra,NA,15,Grandmaster,SimpLord420
Syndra,NA,16,Grandmaster,TinFoilSlayer
Syndra,NA,17,Grandmaster,kersey
Syndra,NA,18,Challenger,bluu
Syndra,NA,19,Challenger,Nebula
Syndra,NA,20,Master,Chilbert Dong
Syndra,NA,21,Master,Scaling is OP
Syndra,NA,22,Grandmaster,Aaron Song
Syndra,NA,23,Challenger,Choker
Syndra,NA,24,Challenger,April
Syndra,NA,25,Challenger,Ariendel
Syndra,NA,26,Grandmaster,Heist
Syndra,NA,27,Grandmaster,Apex BlindGoat
Syndra,NA,28,Grandmaster,shochi
Syndra,NA,29,Master,Shieldworm 9
Syndra,NA,30,Challenger,Kurfyou
Syndra,NA,31,Challenger,young
Syndra,NA,32,Grandmaster,Joonho
Syndra,NA,33,Challenger,4PF XI JINPING
Syndra,NA,34,Master,Tar ai ais
Syndra,NA,35,Grandmaster,Laccen
Syndra,NA,36,Grandmaster,SSSean
Syndra,NA,37,Master,Pentakill Scrub
Syndra,NA,38,Challenger,luvbaka
Syndra,NA,39,Master,Guapo Zapatos
Syndra,NA,40,Challenger,Ethiridis
Syndra,NA,41,Master,TVgeneralzilyana
Syndra,NA,42,Grandmaster,teanivia1
Syndra,NA,43,Challenger,cupcakes29
Syndra,NA,44,Master,BaronVien
Syndra,NA,45,Grandmaster,Jænsen
Syndra,NA,46,Master,Luv Sic Candy
Syndra,NA,47,Grandmaster,riversided
Syndra,NA,48,Master,fungusdungus
Syndra,NA,49,Grandmaster,Akada
Syndra,NA,50,Master,fatalism
Syndra,NA,51,Master,Trisend33
Syndra,NA,52,Challenger,Reppy
Syndra,NA,53,Master,DuckManPH
Syndra,NA,54,Master,Yousuf
Syndra,NA,55,Grandmaster,Lil Mecca
Syndra,NA,56,Master,RED NINJA TURTL3
Syndra,NA,57,Grandmaster,InfiniteAim
Syndra,NA,58,Grandmaster,Gengar
Syndra,NA,59,Master,610Momo
Syndra,NA,60,Master,FA Byako
Syndra,NA,61,Master,Orions
Syndra,NA,62,Master,Bábs2424
Syndra,NA,63,Master,Funsize77
Syndra,NA,64,Master,Bertsicle
Syndra,NA,65,Master,Wahhpah
Syndra,NA,66,Grandmaster,Seranok
Syndra,NA,67,Master,Moopy Enjoyer
Syndra,NA,68,Master,We Met On Grindr
Syndra,NA,69,Challenger,o m n i a
Syndra,NA,70,Grandmaster,TớngaysauNè
Syndra,NA,71,Master,chao
Syndra,NA,72,Grandmaster,Phuji
Syndra,NA,73,Master,监护人
Syndra,NA,74,Master,Click Click Yay
Syndra,NA,75,Grandmaster,dun 1v9
Syndra,NA,76,Grandmaster,njt
Syndra,NA,77,Master,Dman Thunder
Syndra,NA,78,Master,starboyjp
Syndra,NA,79,Grandmaster,KiteAzure
Syndra,NA,80,Master,zoestoejam
Syndra,NA,81,Grandmaster,Icy
Syndra,NA,82,Master,Zaxdro
Syndra,NA,83,Master,Sym
Syndra,NA,84,Master,Neversaw
Syndra,NA,85,Master,sharonyyy
Syndra,NA,86,Master,Sapfiros
Syndra,NA,87,Grandmaster,smart play
Syndra,NA,88,Master,Exiled Heretic
Syndra,NA,89,Master,Sylvan
Syndra,NA,90,Master,Viral
Syndra,NA,91,Master,Hide on bush
Syndra,NA,92,Master,sponsorless
Syndra,NA,93,Master,LittleBabyCutie
Syndra,NA,94,Master,R Button Outplay
Syndra,NA,95,Master,Syndra Botlane
Syndra,NA,96,Master,A Thong
Syndra,NA,97,Grandmaster,Pobelter
Syndra,NA,98,Master,minamori
Syndra,NA,99,Master,Nobody
Syndra,NA,100,Master,Hans an Franz
Tahm Kench,NA,1,Challenger,Tahmes
Tahm Kench,NA,2,Challenger,Allorim
Tahm Kench,NA,3,Challenger,Berik
Tahm Kench,NA,4,Master,Ghost of Razgriz
Tahm Kench,NA,5,Master,Apex Gapex
Tahm Kench,NA,6,Grandmaster,Aizo
Tahm Kench,NA,7,Master,Owen Wilson
Tahm Kench,NA,8,Master,buster131
Tahm Kench,NA,9,Master,marshmellow man
Tahm Kench,NA,10,Grandmaster,theface4radio
Tahm Kench,NA,11,Master,Samoranski
Tahm Kench,NA,12,Master,Vladimîr
Tahm Kench,NA,13,Master,Grazgri
Tahm Kench,NA,14,Master,Zegram
Tahm Kench,NA,15,Grandmaster,Red Moon
Tahm Kench,NA,16,Master,DoubleliftFanboy
Tahm Kench,NA,17,Master,tramkamm
Tahm Kench,NA,18,Master,knowbrain1014
Tahm Kench,NA,19,Master,Monkey Auditor
Tahm Kench,NA,20,Master,Spaceman Spiffed
Tahm Kench,NA,21,Master,TacticalTrigger
Tahm Kench,NA,22,Diamond 1,Kouscous
Tahm Kench,NA,23,Master,ezreal toes
Tahm Kench,NA,24,Master,ceviri
Tahm Kench,NA,25,Master,Scarhawk
Tahm Kench,NA,26,Master,shaarzard
Tahm Kench,NA,27,Grandmaster,abigbroomstick
Tahm Kench,NA,28,Grandmaster,Cylainius
Tahm Kench,NA,29,Diamond 2,TheAlphav1
Tahm Kench,NA,30,Master,Zombiek076
Tahm Kench,NA,31,Master,ExpansionSpeed
Tahm Kench,NA,32,Diamond 2,Eat and Beat
Tahm Kench,NA,33,Master,HayasakaBestMaid
Tahm Kench,NA,34,Master,Turc
Tahm Kench,NA,35,Master,XxTheYoungSeedxX
Tahm Kench,NA,36,Diamond 2,BORKIN
Tahm Kench,NA,37,Master,Borntobegod
Tahm Kench,NA,38,Master,Ophirr
Tahm Kench,NA,39,Master,Belmont Kingsize
Tahm Kench,NA,40,Diamond 1,PinkPanther02
Tahm Kench,NA,41,Master,Bill the Drill
Tahm Kench,NA,42,Diamond 1,InsanelyUnstable
Tahm Kench,NA,43,Master,Kuzko
Tahm Kench,NA,44,Master,bratudoam
Tahm Kench,NA,45,Master,Shi
Tahm Kench,NA,46,Master,Ø 스퍼
Tahm Kench,NA,47,Master,Indolecio
Tahm Kench,NA,48,Master,Muyaho
Tahm Kench,NA,49,Master,TTVBlueFace
Tahm Kench,NA,50,Diamond 2,Redblackeye
Tahm Kench,NA,51,Diamond 2,and Brett
Tahm Kench,NA,52,Master,AbsoluteBustaMid
Tahm Kench,NA,53,Diamond 1,Astabroth
Tahm Kench,NA,54,Diamond 1,Big Çums
Tahm Kench,NA,55,Master,I Am Presence
Tahm Kench,NA,56,Diamond 2,Pix
Tahm Kench,NA,57,Diamond 1,AMBATUKUMMM
Tahm Kench,NA,58,Diamond 2,Pecak
Tahm Kench,NA,59,Master,LOST C4USE
Tahm Kench,NA,60,Diamond 1,DarthNihil
Tahm Kench,NA,61,Diamond 2,Diam0n
Tahm Kench,NA,62,Diamond 1,Rokosoy
Tahm Kench,NA,63,Master,RawwR
Tahm Kench,NA,64,Master,Aryuz
Tahm Kench,NA,65,Master,YasuoplayerNoMM
Tahm Kench,NA,66,Diamond 1,kkcaleb
Tahm Kench,NA,67,Diamond 2,Kaze
Tahm Kench,NA,68,Diamond 1,hpgamer7
Tahm Kench,NA,69,Master,mvpee
Tahm Kench,NA,70,Master,Santa Fe LGARS
Tahm Kench,NA,71,Master,Plats
Tahm Kench,NA,72,Master,Ice
Tahm Kench,NA,73,Master,a duck
Tahm Kench,NA,74,Master,ChillingBirdyLee
Tahm Kench,NA,75,Master,Nightmarechild99
Tahm Kench,NA,76,Master,sacqiz
Tahm Kench,NA,77,Master,zet
Tahm Kench,NA,78,Diamond 2,Lick Lick
Tahm Kench,NA,79,Master,BogsFrog
Tahm Kench,NA,80,Master,Geoffreyy
Tahm Kench,NA,81,Master,Cryptify
Tahm Kench,NA,82,Master,armfinger
Tahm Kench,NA,83,Master,Jragoon
Tahm Kench,NA,84,Diamond 2,Necrosis
Tahm Kench,NA,85,Diamond 2,uWaterloo Pleb
Tahm Kench,NA,86,Master,oteg
Tahm Kench,NA,87,Master,A Wild Burger
Tahm Kench,NA,88,Diamond 2,chaelightning21
Tahm Kench,NA,89,Master,Jexorx
Tahm Kench,NA,90,Diamond 2,Freddie Freaker
Tahm Kench,NA,91,Diamond 2,Chairglobber
Tahm Kench,NA,92,Master,january rain
Tahm Kench,NA,93,Diamond 1,donkeymutt6619
Tahm Kench,NA,94,Diamond 1,Cloudjumper
Tahm Kench,NA,95,Diamond 2,CTA
Tahm Kench,NA,96,Diamond 2,budSTuD420331962
Tahm Kench,NA,97,Diamond 2,Jeffe
Tahm Kench,NA,98,Diamond 2,onlymorde
Tahm Kench,NA,99,Master,Trackandkill
Tahm Kench,NA,100,Diamond 1,PinkPanther605
Taliyah,NA,1,Challenger,C9C9C9C9C9
Taliyah,NA,2,Grandmaster,Jouzef
Taliyah,NA,3,Challenger,Keel2
Taliyah,NA,4,Challenger,T0mio
Taliyah,NA,5,Challenger,再 见
Taliyah,NA,6,Challenger,Kenvi
Taliyah,NA,7,Challenger,Spica
Taliyah,NA,8,Challenger,Km1er Cat
Taliyah,NA,9,Challenger,ToastyAlex
Taliyah,NA,10,Master,Ørca
Taliyah,NA,11,Challenger,0nat
Taliyah,NA,12,Grandmaster,RoyalRoy
Taliyah,NA,13,Challenger,c2 meteos
Taliyah,NA,14,Grandmaster,spooky
Taliyah,NA,15,Grandmaster,ABitBad
Taliyah,NA,16,Grandmaster,孟原快去洗脚丫
Taliyah,NA,17,Grandmaster,Magetoge
Taliyah,NA,18,Challenger,冰岛英雄
Taliyah,NA,19,Master,Sentrial
Taliyah,NA,20,Challenger,Chovy
Taliyah,NA,21,Grandmaster,MrIemon
Taliyah,NA,22,Challenger,Qingxi
Taliyah,NA,23,Challenger,Yuu13
Taliyah,NA,24,Challenger,handfool
Taliyah,NA,25,Challenger,xzh
Taliyah,NA,26,Grandmaster,Cotogod
Taliyah,NA,27,Challenger,smurphd
Taliyah,NA,28,Grandmaster,Joonho
Taliyah,NA,29,Grandmaster,JTC Law
Taliyah,NA,30,Grandmaster,CruelDecisions
Taliyah,NA,31,Challenger,Wocaoo
Taliyah,NA,32,Challenger,Daimonz
Taliyah,NA,33,Master,tombé
Taliyah,NA,34,Master,Crapslock
Taliyah,NA,35,Grandmaster,riversided
Taliyah,NA,36,Master,Altyl
Taliyah,NA,37,Master,Tаilz
Taliyah,NA,38,Grandmaster,Jgoo
Taliyah,NA,39,Grandmaster,Rin
Taliyah,NA,40,Master,Evezdutu
Taliyah,NA,41,Grandmaster,smart play
Taliyah,NA,42,Grandmaster,in my dream
Taliyah,NA,43,Grandmaster,AlphaWolffy
Taliyah,NA,44,Challenger,co1dco1d
Taliyah,NA,45,Grandmaster,Arimamma
Taliyah,NA,46,Grandmaster,KiteAzure
Taliyah,NA,47,Master,Evolves
Taliyah,NA,48,Grandmaster,Yubs
Taliyah,NA,49,Grandmaster,Toothbooth
Taliyah,NA,50,Master,StrawberryDureXx
Taliyah,NA,51,Master,sang
Taliyah,NA,52,Grandmaster,Nukez
Taliyah,NA,53,Challenger,PAPA
Taliyah,NA,54,Challenger,Sword
Taliyah,NA,55,Challenger,Nebula
Taliyah,NA,56,Grandmaster,Kadota
Taliyah,NA,57,Grandmaster,Akada
Taliyah,NA,58,Grandmaster,Haru De Wanai
Taliyah,NA,59,Master,南乡旧梦
Taliyah,NA,60,Grandmaster,loleXyu
Taliyah,NA,61,Grandmaster,Lilpistol
Taliyah,NA,62,Grandmaster,Adam
Taliyah,NA,63,Master,Dizzu
Taliyah,NA,64,Master,Gap
Taliyah,NA,65,Master,Second nature
Taliyah,NA,66,Master,Mid Is Decentt
Taliyah,NA,67,Master,Landren
Taliyah,NA,68,Master,Dunlop
Taliyah,NA,69,Master,Defstruction
Taliyah,NA,70,Master,Vinaka
Taliyah,NA,71,Master,S YANG
Taliyah,NA,72,Master,G1veYouHug
Taliyah,NA,73,Challenger,htag
Taliyah,NA,74,Master,johnnguyeo
Taliyah,NA,75,Master,BreadBin Crouton
Taliyah,NA,76,Master,Grayhams
Taliyah,NA,77,Grandmaster,奶妈的安眠药
Taliyah,NA,78,Master,prao
Taliyah,NA,79,Master,mills
Taliyah,NA,80,Master,椎名林檎
Taliyah,NA,81,Master,Pa Kimchi
Taliyah,NA,82,Master,Gnks
Taliyah,NA,83,Master,OWL
Taliyah,NA,84,Master,HM06
Taliyah,NA,85,Master,ParagonOfHonor
Taliyah,NA,86,Master,이시니
Taliyah,NA,87,Master,Boster
Taliyah,NA,88,Master,LiveLoveSteelo
Taliyah,NA,89,Master,Messages
Taliyah,NA,90,Master,Flaress
Taliyah,NA,91,Master,EDG C7ear7ove
Taliyah,NA,92,Grandmaster,Léo
Taliyah,NA,93,Master,晚风遇见你
Taliyah,NA,94,Master,Bertsicle
Taliyah,NA,95,Master,Lil 420
Taliyah,NA,96,Master,delv
Taliyah,NA,97,Master,RobuxMeteor
Taliyah,NA,98,Grandmaster,spongeBOBBBBBBBB
Taliyah,NA,99,Master,Kraymos
Taliyah,NA,100,Master,adc s6
Talon,NA,1,Challenger,SolNeverDie
Talon,NA,2,Challenger,TTV SolNeverDie
Talon,NA,3,Grandmaster,WHATT
Talon,NA,4,Challenger,4 Stars
Talon,NA,5,Grandmaster,Tsukuyomi
Talon,NA,6,Grandmaster,hyattie
Talon,NA,7,Grandmaster,残 念
Talon,NA,8,Grandmaster,IcedCaffè latt
Talon,NA,9,Grandmaster,Chovy
Talon,NA,10,Challenger,Dedicate
Talon,NA,11,Grandmaster,Talon7
Talon,NA,12,Grandmaster,超级暴龙战士
Talon,NA,13,Master,sindiwoon
Talon,NA,14,Grandmaster,RomanSaIute
Talon,NA,15,Challenger,Wynncraftian
Talon,NA,16,Grandmaster,u parent no die
Talon,NA,17,Master,Kaisa
Talon,NA,18,Grandmaster,但为君故
Talon,NA,19,Master,千北山思
Talon,NA,20,Challenger,buenos dias
Talon,NA,21,Grandmaster,cnjz
Talon,NA,22,Grandmaster,Tr4ped
Talon,NA,23,Master,Fli
Talon,NA,24,Master,MIDMIDWITCH
Talon,NA,25,Master,제발바텀아
Talon,NA,26,Master,BARRY ALLEN
Talon,NA,27,Master,FyGameAwn
Talon,NA,28,Master,RyotheGreat
Talon,NA,29,Master,te dua
Talon,NA,30,Grandmaster,zhaozhaomumu
Talon,NA,31,Master,gumbee power
Talon,NA,32,Grandmaster,Maguyusi
Talon,NA,33,Grandmaster,POLARIS
Talon,NA,34,Master,喵子兮
Talon,NA,35,Master,MdYYZyvr
Talon,NA,36,Master,The GnomeSlayer
Talon,NA,37,Master,Segwyllon
Talon,NA,38,Master,haha gray screen
Talon,NA,39,Master,ØØØØØØ
Talon,NA,40,Master,Gengar
Talon,NA,41,Master,nocturnal
Talon,NA,42,Master,Nameless
Talon,NA,43,Master,败者食尘
Talon,NA,44,Master,astrid zz
Talon,NA,45,Master,tawon
Talon,NA,46,Master,Talonted
Talon,NA,47,Grandmaster,sunny
Talon,NA,48,Diamond 1,TTV IamTeesoCool
Talon,NA,49,Master,MistahSquishy
Talon,NA,50,Master,lord grim
Talon,NA,51,Grandmaster,Book si E
Talon,NA,52,Master,YangTuo QW
Talon,NA,53,Master,탈론1
Talon,NA,54,Master,fool4love
Talon,NA,55,Master,云烟成雨
Talon,NA,56,Master,Yixixixihahahaha
Talon,NA,57,Master,YeDaoShen
Talon,NA,58,Master,TwTV EdinVT
Talon,NA,59,Master,fingershank
Talon,NA,60,Master,im not impressed
Talon,NA,61,Grandmaster,nemy
Talon,NA,62,Master,Plat Talon
Talon,NA,63,Master,ThereTheir
Talon,NA,64,Master,MundeukSesam
Talon,NA,65,Master,Holy Melee
Talon,NA,66,Master,Arekpro
Talon,NA,67,Master,psycho
Talon,NA,68,Master,ˉooˉ
Talon,NA,69,Master,riasin
Talon,NA,70,Master,718
Talon,NA,71,Master,Lucky Blade
Talon,NA,72,Master,sweeho
Talon,NA,73,Master,HITMAN
Talon,NA,74,Master,NotForFun2020
Talon,NA,75,Master,Gungerw
Talon,NA,76,Master,love u
Talon,NA,77,Master,Star Sapphire
Talon,NA,78,Master,Avacodai
Talon,NA,79,Master,deokdam
Talon,NA,80,Master,oiii
Talon,NA,81,Master,Ausomo
Talon,NA,82,Master,Nine
Talon,NA,83,Master,Yí Lù Xìang Bei
Talon,NA,84,Master,风城烟雨丶
Talon,NA,85,Master,utopia
Talon,NA,86,Master,Yamikaze
Talon,NA,87,Master,suis
Talon,NA,88,Master,Sándm
Talon,NA,89,Master,Chill Water
Talon,NA,90,Diamond 1,Chill KilI
Talon,NA,91,Master,傻逼拳头
Talon,NA,92,Master,IG Baolan
Talon,NA,93,Master,shotooltip
Talon,NA,94,Diamond 1,Propellers
Talon,NA,95,Master,Faker
Talon,NA,96,Master,DiuLeiLoMo
Talon,NA,97,Diamond 1,生活高手
Talon,NA,98,Master,God Rune
Talon,NA,99,Master,Exhibit
Talon,NA,100,Master,tavljzg
Taric,NA,1,Grandmaster,lightrocket2
Taric,NA,2,Grandmaster,BaoShi王
Taric,NA,3,Grandmaster,TurkishKebaby
Taric,NA,4,Challenger,TL Honda CoreJJ
Taric,NA,5,Master,ghetto smosh
Taric,NA,6,Grandmaster,Silver
Taric,NA,7,Master,elpepehands
Taric,NA,8,Master,homeburger
Taric,NA,9,Master,pnis lol
Taric,NA,10,Grandmaster,Karami
Taric,NA,11,Master,Scary Snake Lady
Taric,NA,12,Grandmaster,3uphoria
Taric,NA,13,Master,Riot Koyuncu
Taric,NA,14,Master,Heavens Karma
Taric,NA,15,Master,TLC Lightrocket
Taric,NA,16,Master,Kanaph
Taric,NA,17,Master,Manateê
Taric,NA,18,Grandmaster,A Bee
Taric,NA,19,Master,Whacc
Taric,NA,20,Master,Yoshiking123
Taric,NA,21,Master,Average Taric
Taric,NA,22,Master,1k Games
Taric,NA,23,Diamond 2,Uncut gems
Taric,NA,24,Master,Strongman8
Taric,NA,25,Master,Zinski
Taric,NA,26,Diamond 1,hpgamer7
Taric,NA,27,Master,G9G9G
Taric,NA,28,Diamond 1,SlickBackGreaser
Taric,NA,29,Master,Supp LFT
Taric,NA,30,Master,AiNiLaoMa
Taric,NA,31,Master,snacho
Taric,NA,32,Diamond 1,ttvfizzinurgirl
Taric,NA,33,Master,1axsoowy1
Taric,NA,34,Master,Off Meta
Taric,NA,35,Diamond 1,K1noo
Taric,NA,36,Diamond 2,TaricGotABigOne
Taric,NA,37,Diamond 1,Return BDKR
Taric,NA,38,Master,Mr New Vegas
Taric,NA,39,Master,Khallos
Taric,NA,40,Master,lntoxicate
Taric,NA,41,Master,SBU CUTE Spport
Taric,NA,42,Diamond 1,Govine
Taric,NA,43,Diamond 1,宝石king
Taric,NA,44,Master,Ter0
Taric,NA,45,Diamond 2,wlysha
Taric,NA,46,Master,slarkyking
Taric,NA,47,Diamond 2,声微饭否
Taric,NA,48,Master,Mat196
Taric,NA,49,Diamond 2,BOBl
Taric,NA,50,Diamond 1,rhythmrandom
Taric,NA,51,Master,Kevgotti
Taric,NA,52,Diamond 1,oceans
Taric,NA,53,Master,Btown
Taric,NA,54,Diamond 2,4nswer
Taric,NA,55,Master,liljrSanchez
Taric,NA,56,Master,Anti Oedipus
Taric,NA,57,Diamond 2,Squiblard
Taric,NA,58,Master,SH0NE
Taric,NA,59,Diamond 1,Buu Buzz Wet
Taric,NA,60,Diamond 1,II Tyr II
Taric,NA,61,Diamond 2,Soulager
Taric,NA,62,Diamond 1,Whacc
Taric,NA,63,Master,NeedNameChange
Taric,NA,64,Diamond 1,Sany
Taric,NA,65,Diamond 2,ruchia3x
Taric,NA,66,Master,ponkins
Taric,NA,67,Diamond 2,uctio
Taric,NA,68,Master,Bunskie
Taric,NA,69,Diamond 2,enver
Taric,NA,70,Master,25岁老年AD
Taric,NA,71,Master,Nitsuj
Taric,NA,72,Master,Sol
Taric,NA,73,Master,RedMangoTea
Taric,NA,74,Master,Netto Ijime
Taric,NA,75,Diamond 2,chao baba
Taric,NA,76,Master,mired
Taric,NA,77,Diamond 2,Vurolok
Taric,NA,78,Master,可惜她不在了
Taric,NA,79,Master,SAKER
Taric,NA,80,Diamond 2,GemboyHooters
Taric,NA,81,Master,sorry
Taric,NA,82,Master,Koyash
Taric,NA,83,Diamond 2,qnsza
Taric,NA,84,Master,Doya
Taric,NA,85,Diamond 2,PinkSpring
Taric,NA,86,Diamond 2,Sky go brr
Taric,NA,87,Diamond 2,IceCream
Taric,NA,88,Diamond 2,OBman32
Taric,NA,89,Master,i have smol pp
Taric,NA,90,Diamond 2,River Otter
Taric,NA,91,Diamond 2,Bathrobe King
Taric,NA,92,Master,Tahko
Taric,NA,93,Master,PeekAtY0u
Taric,NA,94,Diamond 2,SlickSinner
Taric,NA,95,Master,Coll3ct
Taric,NA,96,Master,fufuzhu
Taric,NA,97,Diamond 2,1997 Fear Of God
Taric,NA,98,Diamond 2,vinner
Taric,NA,99,Master,Swainky
Taric,NA,100,Master,Kid sit down
Teemo,NA,1,Challenger,Ty G
Teemo,NA,2,Master,Manc0
Teemo,NA,3,Master,0megaSquad Teemo
Teemo,NA,4,Master,Willis
Teemo,NA,5,Master,GoingPro2033
Teemo,NA,6,Master,Brigadier Teemo
Teemo,NA,7,Master,Zufus
Teemo,NA,8,Master,flkiulpd
Teemo,NA,9,Master,Teemo
Teemo,NA,10,Master,Trackandkill
Teemo,NA,11,Diamond 2,Teemore
Teemo,NA,12,Master,WhatAGreatday
Teemo,NA,13,Master,LEON
Teemo,NA,14,Master,Teemo Nightmare
Teemo,NA,15,Master,skylly
Teemo,NA,16,Master,BarbieIsMyBae
Teemo,NA,17,Diamond 2,TrickyMAC
Teemo,NA,18,Master,LifeOfHealing
Teemo,NA,19,Diamond 1,Shroomologist
Teemo,NA,20,Diamond 2,Mudkip Futa
Teemo,NA,21,Diamond 2,ttv susplatypus
Teemo,NA,22,Diamond 2,susplatypus
Teemo,NA,23,Diamond 1,I Have Sisu
Teemo,NA,24,Master,Asphodxl
Teemo,NA,25,Master,Salt Frog
Teemo,NA,26,Diamond 2,NALeesin Momless
Teemo,NA,27,Diamond 1,2023 is it
Teemo,NA,28,Master,Avgud
Teemo,NA,29,Master,PVMMB
Teemo,NA,30,Diamond 1,Mike Hawk Ismal
Teemo,NA,31,Diamond 1,beardsandcats
Teemo,NA,32,Diamond 1,Ves
Teemo,NA,33,Master,BreakdancingBull
Teemo,NA,34,Diamond 2,nqxly
Teemo,NA,35,Master,Seekyr
Teemo,NA,36,Diamond 2,Refute
Teemo,NA,37,Diamond 2,TSM CLG TOP
Teemo,NA,38,Diamond 2,lnsectGAPsmh521T
Teemo,NA,39,Diamond 1,Omega 3 Teemo
Teemo,NA,40,Master,Beefy McWhatnow
Teemo,NA,41,Diamond 2,taco bell
Teemo,NA,42,Diamond 2,Baarhyn
Teemo,NA,43,Master,Luv u 4ever
Teemo,NA,44,Diamond 2,GlassOvO
Teemo,NA,45,Diamond 1,cereal
Teemo,NA,46,Master,DimSuum
Teemo,NA,47,Master,ribonucleic24
Teemo,NA,48,Diamond 1,IllIIlIIlIIllIIl
Teemo,NA,49,Diamond 2,RiZZiN
Teemo,NA,50,Diamond 2,ssharking
Teemo,NA,51,Diamond 2,opcharacter211
Teemo,NA,52,Diamond 2,Avios
Teemo,NA,53,Diamond 2,Young Fappy
Teemo,NA,54,Diamond 2,ShankYourPants
Teemo,NA,55,Diamond 2,eepy bibi
Teemo,NA,56,Diamond 2,Draz
Teemo,NA,57,Diamond 2,Fafimi
Teemo,NA,58,Diamond 2,ThicccPie
Teemo,NA,59,Diamond 2,Słightly
Teemo,NA,60,Diamond 1,难过的从来不是失去
Teemo,NA,61,Master,Yiaze
Teemo,NA,62,Diamond 2,coinflipper420
Teemo,NA,63,Diamond 2,MikeLearns
Teemo,NA,64,Master,Twicè
Teemo,NA,65,Master,Kled on coffee
Teemo,NA,66,Diamond 2,Qan0n
Teemo,NA,67,Diamond 2,Kairosmith
Teemo,NA,68,Diamond 2,g ƒ
Teemo,NA,69,Master,McCashDollar
Teemo,NA,70,Master,S MemberOfEnemy
Teemo,NA,71,Diamond 1,Teemo tak rights
Teemo,NA,72,Master,pengu27
Teemo,NA,73,Diamond 1,Volt Beta
Teemo,NA,74,Diamond 2,teemoislove8
Teemo,NA,75,Diamond 2,littlekidlovers
Teemo,NA,76,Diamond 2,Hugene
Teemo,NA,77,Diamond 2,Pape
Teemo,NA,78,Master,Nitsuj
Teemo,NA,79,Diamond 1,HeyNatha
Teemo,NA,80,Diamond 2,Ronfaure
Teemo,NA,81,Diamond 2,TrashChampool
Teemo,NA,82,Diamond 2,Vauske
Teemo,NA,83,Diamond 2,Boochao
Teemo,NA,84,Diamond 2,AN omeeT tsroW
Teemo,NA,85,Master,PulgoMaster
Teemo,NA,86,Master,Spanther10
Teemo,NA,87,Diamond 2,SATANIC JUICER
Teemo,NA,88,Diamond 2,styrant4
Teemo,NA,89,Diamond 2,Nunu Bot
Teemo,NA,90,Diamond 2,Anita Anita
Teemo,NA,91,Diamond 2,MangoLoveSul2
Teemo,NA,92,Diamond 2,SAtaarcoeny3
Teemo,NA,93,Diamond 2,ultimatemark5
Teemo,NA,94,Diamond 2,Distorted Utopia
Teemo,NA,95,Diamond 2,quickddo
